Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-06,68.31396949350152,68.63671445430236,67.32617770209035,67.72716522216797,264800,0.0,0,,,,,,,,,,62.51437759399414
2017-02-07,68.13792762087404,68.28463055444628,66.6904775790681,67.39464569091797,270100,0.0,0,-0.0049096921472975286,0.9950903078527025,,,,,,,,62.74910354614258
2017-02-08,67.3261799111641,67.3261799111641,66.07432876814511,66.162353515625,274000,0.0,0,-0.018284719248238934,0.9768953609469722,,,,,,,,62.19164276123047
2017-02-09,66.2112714016882,67.32620216074685,65.85918721865664,67.2186279296875,261700,0.0,0,0.015964885738428913,0.9924913837628918,,,,,,,,60.99845886230469
2017-02-10,67.64892725121219,67.81518710473613,66.90564527253277,67.63915252685547,256700,0.0,0,0.006256072313880701,0.998700481630616,,,,,,,,59.18914794921875
2017-02-13,68.0988269441752,68.61717846117183,67.49246557900206,67.68806457519531,185000,0.0,0,0.0007231321876841612,0.9994226740947387,,,,,,,,59.58034896850586
2017-02-14,67.58048880377319,68.44114237024829,66.89588479555351,68.36289978027344,261300,0.0,0,0.009969781368596387,1.0093866996502812,,,,,,,,59.824851989746094
2017-02-15,68.20639615904123,69.17463115953947,68.20639615904123,68.60738372802734,557100,0.0,0,0.0035762664916161313,1.0129965354813235,,,,,,,,59.8052978515625
2017-02-16,68.55849089625704,68.754097348662,67.34576073783904,68.6954116821289,228800,0.0,0,0.0012830682255793313,1.0142962791486216,,,,67.51690918909806,,,,60.010684967041016
2017-02-17,68.52913237294425,68.69539221415376,67.31640255820861,67.95211029052734,283300,0.0,0,-0.010820248010755207,1.0033213418518474,,,,67.51690918909806,,,,60.29430389404297
2017-02-21,67.88363735983738,68.6758226015729,67.40440737212256,67.60001373291016,948900,0.0,0,-0.005181539706593519,0.9981225924805693,,,,67.51690918909806,,,,60.59747314453125
2017-02-22,67.28707481981748,67.74673314162635,66.77850556348501,66.98388671875,787500,0.0,0,-0.00911430309163097,0.9890254006500969,,,,67.51690918909806,,,,61.67329025268555
2017-02-23,64.11831702369223,65.27236883078228,59.33584992809911,60.27474212646485,1585600,0.0,0,-0.10016057474322615,0.8899640480853337,,,,64.2552405438193,,,,61.565711975097656
2017-02-24,60.18672115792271,62.16230130874495,60.18672115792271,60.57792282104492,996600,0.0,0,0.005029979123659434,0.8944405486680104,,,,64.2552405438193,,,,61.2820930480957
2017-02-27,60.568143923634594,62.7393267555997,60.42144096927599,62.543724060058594,735200,0.0,0,0.03245078648241062,0.9234658479340462,,,,64.2552405438193,,,,60.84199142456055
2017-02-28,62.72954217734918,62.89580203719334,60.10847585713395,60.12803649902344,791400,0.0,0,-0.03862398022086844,0.8877979212887941,,,,64.2552405438193,,,,60.6268196105957
2017-03-01,61.28208268272414,62.87623940906336,61.06691937231462,62.26987075805664,645000,0.0,0,0.03562122403694312,0.9194223699425547,,,,64.04497363838055,,,,61.12560272216797
2017-03-02,62.70998313966752,62.81756480100591,61.908011772638815,62.465476989746094,736800,0.0,0,0.00314126606187215,0.9223105202297812,,,,64.01562107112643,,,,61.49724960327149
2017-03-03,62.53393693646882,62.79799999498066,61.90801134480113,62.35789489746094,463600,0.0,0,-0.001722264800808504,0.920722057285374,,,,64.005836264836,,,,61.26252746582031
2017-03-06,61.81021161377711,62.04493184427349,61.145164742686006,61.91779327392578,384600,0.0,0,-0.007057672877810339,0.9142239021936693,65.22835884094238,71.4588371492471,58.99788053263766,63.54129153486273,,,,62.3774528503418
2017-03-07,61.81999802010524,62.36768484639109,61.54615647236795,62.0253791809082,495300,0.0,0,0.0017375604215488227,0.9158124214625549,64.94326953887939,71.21240003607389,58.6741390416849,62.304109379440696,,,,59.89998626708984
2017-03-08,62.48503807649773,62.96426073211733,61.81021273803283,61.93735504150391,559000,0.0,0,-0.00141916326134095,0.9145127341197355,64.67040500640869,70.96427487875167,58.376535134065705,61.536368294625646,,,,59.13618850708008
2017-03-09,61.77109333094336,62.02537421479573,60.48012080809993,60.900665283203125,552900,0.0,0,-0.016737714382638824,0.8992058811767533,64.40732059478759,70.86922123374605,57.945419955829145,61.536368294625646,,,,60.37981414794922
2017-03-10,61.63417610419417,62.2209804734041,61.20385314882763,62.201419830322266,669400,0.0,0,0.021358626232904188,0.9184116834992367,64.15646018981934,70.55079673207184,57.76212364756684,61.536368294625646,,,,60.0958366394043
2017-03-13,62.20140354046343,62.60239102240984,61.40921822257572,61.68305969238281,552400,0.0,0,-0.008333574046275438,0.9107580317298314,63.858655548095705,70.12869994619115,57.588611150000254,61.72219077010863,,,,60.722537994384766
2017-03-14,61.15494547551837,61.43856918450838,59.80529477286902,60.82242202758789,551900,0.0,0,-0.013952577402725708,0.8980506097969668,63.515373420715335,69.65832637369925,57.37242046773141,61.38477775249318,64.2552405438193,,,61.91722106933594
2017-03-15,61.15494472182424,62.85667949316969,60.998463320656725,62.51437759399414,467700,0.0,0,0.02781795775312612,0.923032543720468,63.22294731140137,68.95369900078725,57.492195622015494,61.38477775249318,64.2552405438193,,,61.25133895874024
2017-03-16,62.74910354614257,62.91536339802758,62.30899472091443,62.74910354614258,639900,0.0,0,0.0037547514856963726,0.9264983015353485,62.93003330230713,68.09511334974701,57.764953254867244,61.38477775249318,64.2552405438193,,,62.49497222900391
2017-03-17,62.778450874339015,63.10118843454785,61.70263786571232,62.19164276123047,650000,0.0,0,-0.008883964127107902,0.9182673238606821,62.604844856262204,67.03654591287457,58.173143799649836,61.453241603708435,64.2552405438193,,,63.20002365112305
2017-03-20,62.18185333612684,62.39701291524945,60.94955912754094,60.99845886230469,704800,0.0,0,-0.01918559867451508,0.9006498155091701,62.25716228485108,65.98431126917207,58.53001330053008,61.453241603708435,64.2552405438193,,,63.90506362915039
2017-03-21,61.48746926965998,61.48746926965998,59.15002666552172,59.18914794921875,471400,0.0,0,-0.029661584027396493,0.8739351153271857,61.836618995666505,64.88750518938963,58.78573280194338,61.125607550034786,64.1623289125306,,,65.97126770019531
2017-03-22,59.01310528409564,59.96177588433261,58.94464490374976,59.58034896850586,467900,0.0,0,0.006609336894370266,0.8797112469282035,61.4664421081543,63.57029514128333,59.36258907502526,61.022916669148806,64.05963803164462,,,64.37511444091797
2017-03-23,59.570571107468695,60.38232095511334,59.2869473970282,59.824851989746094,233800,0.0,0,0.004103752755283185,0.8833213643816387,61.44394760131836,63.60771194268742,59.28018325994929,61.022916669148806,64.05963803164462,,,65.02140808105469
2017-03-24,60.03023964691708,60.46056259488092,59.560795413462586,59.8052978515625,266600,0.0,0,-0.00032685644064689434,0.8830326451045295,61.40531635284424,63.656341255082054,59.15429145060642,61.022916669148806,63.84937112620588,,,65.21723937988281
2017-03-27,58.62190904061816,60.27474807412448,58.44586696922919,60.010684967041016,316800,0.0,0,0.0034342628973822453,0.8860652113547893,61.27866439819336,63.54438145171077,59.01294734467594,60.773527701888526,63.57062959169147,,,64.67867279052734
2017-03-28,59.80529900838426,60.685505564083215,59.78573836526057,60.29430389404297,345600,0.0,0,0.0047261404724461276,0.8902528800113997,61.286977767944336,63.536738040198856,59.037217495689816,60.773527701888526,63.560844785401045,,,64.99203491210938
