Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-01-25,37.93999862670898,39.45000076293945,37.77999877929688,39.0099983215332,2051000,0,0,,,,,,,,,,34.470001220703125
2017-01-26,39.06999969482422,39.31999969482422,38.290000915527344,38.61000061035156,1016500,0,0,-0.010253722850350533,0.9897462771496495,,,,,,,,32.40999984741211
2017-01-27,38.720001220703125,39.290000915527344,38.45000076293945,39.25,945600,0,0,0.016576000505859945,1.006152311940355,,,,,,,,32.09000015258789
2017-01-30,38.77999877929688,39.15999984741211,37.25,38.27999877929688,1928900,0,0,-0.02471340689689472,0.9812868604551217,,,,,,,,32.29999923706055
2017-01-31,37.81999969482422,38.290000915527344,36.970001220703125,37.220001220703125,2011200,0,0,-0.02769063720992171,0.9541144020033958,,,,,,,,32.36000061035156
2017-02-01,37.7400016784668,38.43999862670898,37.400001525878906,37.79999923706055,1601900,0,0,0.015582966075637916,0.9689823343620922,,,,,,,,33.040000915527344
2017-02-02,37.77999877929688,37.91999816894531,37.27999877929688,37.29999923706055,1271500,0,0,-0.013227513494491805,0.9561651074583934,,,,,,,,32.83000183105469
2017-02-03,37.68999862670898,37.84999847412109,37.369998931884766,37.70000076293945,1729700,0,0,0.010723901717442308,0.9664189280964249,,,,,,,,32.5
2017-02-06,37.5,37.959999084472656,36.709999084472656,36.84000015258789,1381000,0,0,-0.022811686815586874,0.9443732821760341,,,,38.079999923706055,,,,33.959999084472656
2017-02-07,36.97999954223633,37.33000183105469,36.540000915527344,37.02999877929688,1126700,0,0,0.005157400269327761,0.9492437931958747,,,,37.93000030517578,,,,34.2599983215332
2017-02-08,36.880001068115234,37.54999923706055,36.54999923706055,36.72999954223633,1382300,0,0,-0.008101518956254439,0.9415534766111915,,,,37.915000915527344,,,,32.70000076293945
2017-02-09,36.88999938964844,37.470001220703125,36.38999938964844,37.40999984741211,1815400,0,0,0.018513485261382634,0.9589849130232364,,,,37.77499961853027,,,,32.029998779296875
2017-02-10,37.54999923706055,38.16999816894531,37.400001525878906,37.630001068115234,1453800,0,0,0.005880813194345524,0.9646245241529218,,,,37.41499900817871,,,,29.549999237060547
2017-02-13,37.790000915527344,38.06999969482422,37.220001220703125,37.560001373291016,1812800,0,0,-0.0018602097485330704,0.9628301202094184,,,,37.41499900817871,,,,29.31999969482422
2017-02-14,37.36000061035156,38.43999862670898,37.16999816894531,38.41999816894531,1392000,0,0,0.02289661246567043,0.9848756683421284,,,,37.41499900817871,,,,28.559999465942383
2017-02-15,38.34999847412109,41.0,38.34999847412109,40.65999984741211,4557100,0,0,0.058303013670557124,1.0422968878972785,,,,38.69499969482422,,,,28.46999931335449
2017-02-16,36.5,36.7400016784668,34.900001525878906,35.7599983215332,10644100,0,0,-0.12051159725202942,0.916688025125958,,,,37.95000076293945,,,,28.229999542236328
2017-02-17,35.06999969482422,35.33000183105469,33.5099983215332,33.7599983215332,6249700,0,0,-0.05592841425822115,0.8654191175111628,,,,37.2549991607666,,,,28.59000015258789
2017-02-21,33.70000076293945,34.599998474121094,33.5099983215332,34.52000045776367,2852700,0,0,0.0225119127374398,0.8849013571658864,,,,37.2549991607666,,,,29.11000061035156
2017-02-22,34.43000030517578,34.689998626708984,34.02000045776367,34.33000183105469,1496500,0,0,-0.005504015764468351,0.8800308461460459,37.290999794006346,40.61395738486395,33.96804220314874,37.2549991607666,,,,29.420000076293945
2017-02-23,34.349998474121094,34.41999816894531,33.33000183105469,33.400001525878906,1630900,0,0,-0.027090016183293875,0.8561907962821517,37.01049995422363,40.64196549964887,33.3790344087984,37.165000915527344,,,,29.57999992370605
